"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"219069_at"	0.00532135836131936	1.78781966751353e-05	-7.76900523288059	3.41135159539875	-0.845721666666663	"ANKRD49"	"ankyrin repeat domain 49"
"222851_at"	0.00532135836131936	1.78950651970891e-05	-7.76814224582128	3.4104591482906	-1.66395833333333	"ZNF654"	"zinc finger protein 654"
"242374_at"	0.00532135836131936	1.79346945510352e-05	-7.76611830114364	3.40836574330433	-2.61789833333333	""	""
"211149_at"	0.00532135836131936	1.81485063235533e-05	-7.7552818303597	3.39714858309154	-0.735043333333331	"UTY"	"ubiquitously transcribed tetratricopeptide repeat containing, Y-linked"
"232538_at"	0.00532135836131936	1.8176435962622e-05	-7.75387655808693	3.39569285737496	-0.901456666666666	""	""
"207749_s_at"	0.00532135836131936	1.82945656186772e-05	-7.74795876974367	3.38955986573718	-0.873221666666666	"PPP2R3A"	"protein phosphatase 2 regulatory subunit B''alpha"
"228920_at"	0.00532135836131936	1.82967047134747e-05	-7.74785199389132	3.3894491662854	-2.00543666666667	"ZNF260"	"zinc finger protein 260"
"91684_g_at"	0.00532135836131936	1.83169569024542e-05	7.74684175063797	3.38840172918237	0.887421666666672	"EXOSC4"	"exosome component 4"
"223032_x_at"	0.00532135836131936	1.83937497234857e-05	7.74302209291455	3.38444027795848	0.731766666666671	"PRELID1"	"PRELI domain containing 1"
"202282_at"	0.00532135836131936	1.85128363423329e-05	7.73713293595882	3.37832888740283	0.722286666666671	"HSD17B10"	"hydroxysteroid 17-beta dehydrogenase 10"
"201012_at"	0.00532135836131936	1.85618352309566e-05	-7.73472176628039	3.37582546327815	-1.14723333333333	"ANXA1"	"annexin A1"
"221139_s_at"	0.00532135836131936	1.85954327779517e-05	-7.7330724747995	3.37411264384553	-1.01452333333333	"CSAD"	"cysteine sulfinic acid decarboxylase"
"225635_s_at"	0.00532135836131936	1.87252081928953e-05	-7.72673215600153	3.3675248983096	-1.04628166666667	"EBLN3P"	"endogenous Bornavirus-like nucleoprotein 3, pseudogene"
"215198_s_at"	0.00532135836131936	1.87841273659742e-05	-7.72386935811843	3.36454871222615	-2.039965	"CALD1"	"caldesmon 1"
"221688_s_at"	0.00536849419051998	1.95418376235144e-05	7.68790066459804	3.32706671443891	0.796891666666671	"IMP3"	"IMP3, U3 small nucleolar ribonucleoprotein"
"201871_s_at"	0.00536849419051998	1.95980949942885e-05	7.6852908615032	3.32434070590104	0.738330000000005	"UBXN1"	"UBX domain protein 1"
"227375_at"	0.00536849419051998	1.97443458225197e-05	-7.67854417594733	3.31728959107254	-1.36903	"ANKRD13C"	"ankyrin repeat domain 13C"
"217403_s_at"	0.00536849419051998	1.97634581504169e-05	-7.67766652484044	3.31637191127223	-1.43727	"ZNF227"	"zinc finger protein 227"
"203301_s_at"	0.00536849419051998	1.98583747539043e-05	-7.67332152444071	3.31182729268266	-1.44137499999999	"DMTF1"	"cyclin D binding myb like transcription factor 1"
"220206_at"	0.00536849419051998	2.00227319155162e-05	-7.66585090240693	3.30400782120353	-1.99481	"ZMYM1"	"zinc finger MYM-type containing 1"
"209778_at"	0.00536849419051998	2.04109791475525e-05	-7.64846537193178	3.28578283701891	-1.99658833333333	"TRIP11"	"thyroid hormone receptor interactor 11"
"211285_s_at"	0.00536849419051998	2.04322853738008e-05	-7.64752172361473	3.28479251843683	-1.062885	"UBE3A"	"ubiquitin protein ligase E3A"
"223588_at"	0.00536849419051998	2.04335007014131e-05	-7.6474679292792	3.28473606014505	-1.35328833333333	"THAP2"	"THAP domain containing 2"
"215359_x_at"	0.00536849419051998	2.06383264444641e-05	-7.63845105321135	3.27526741913541	-0.988599999999999	"LOC101060181///ZNF44"	"zinc finger protein ZnFP12///zinc finger protein 44"
"243407_at"	0.00536849419051998	2.06610292623745e-05	-7.63745762231452	3.27422357792588	-1.25622666666666	"MFSD8"	"major facilitator superfamily domain containing 8"
"222111_at"	0.00536849419051998	2.07877946267544e-05	-7.6319323521195	3.26841562565371	-2.31859333333334	"FAM63B"	"family with sequence similarity 63 member B"
"223716_s_at"	0.00536849419051998	2.08327646564192e-05	-7.62998106290941	3.26636356933948	-1.61227	"ZRANB2"	"zinc finger RANBP2-type containing 2"
"201731_s_at"	0.00536849419051998	2.08976082158678e-05	-7.62717549440873	3.26341226113846	-1.85578833333333	"TPR"	"translocated promoter region, nuclear basket protein"
"229531_at"	0.00536849419051998	2.09306080097075e-05	-7.62575133450088	3.26191373428591	-1.442505	""	""
"223117_s_at"	0.00536849419051998	2.10102164688317e-05	-7.62232572930277	3.25830818358595	-1.82385	"USP47"	"ubiquitin specific peptidase 47"
"212891_s_at"	0.00536849419051998	2.10483598831876e-05	7.62068939167447	3.25658535781753	0.820261666666672	"GADD45GIP1"	"GADD45G interacting protein 1"
"238476_at"	0.00536849419051998	2.12111323662264e-05	-7.6137425782463	3.24926754060801	-1.98551666666667	"CREBRF"	"CREB3 regulatory factor"
"243695_at"	0.00536849419051998	2.14223327272651e-05	-7.60481488115186	3.23985393289018	-1.13905	""	""
"239300_at"	0.00536849419051998	2.1438977561714e-05	-7.60411535689229	3.23911590195271	-1.978885	"PIK3C3"	"phosphatidylinositol 3-kinase catalytic subunit type 3"
"204331_s_at"	0.00536849419051998	2.14663581590466e-05	7.60296592995867	3.23790306572179	0.831456666666666	"MRPS12"	"mitochondrial ribosomal protein S12"
"224960_at"	0.00536849419051998	2.14783488476355e-05	-7.60246306738709	3.23737240872138	-1.15990333333333	"SCYL2"	"SCY1 like pseudokinase 2"
"218490_s_at"	0.00536849419051998	2.16017911896633e-05	-7.59730385360932	3.23192615097639	-2.00701666666666	"ZNF302"	"zinc finger protein 302"
"218422_s_at"	0.00536849419051998	2.16287535650787e-05	-7.59618124035383	3.23074062430496	-1.65714666666667	"RBM26"	"RNA binding motif protein 26"
"211084_x_at"	0.00536849419051998	2.17507283416519e-05	-7.59112160839472	3.22539542424519	-1.22741166666666	"PRKD3"	"protein kinase D3"
"228282_at"	0.00536849419051998	2.17987323920867e-05	-7.58913880954855	3.22329981473476	-1.79852166666667	"MFSD8"	"major facilitator superfamily domain containing 8"
"239809_at"	0.00536849419051998	2.1831158916307e-05	-7.58780212289826	3.22188679149845	-2.15417833333333	""	""
"212286_at"	0.00536849419051998	2.18606369011522e-05	-7.58658885318375	3.22060403376187	-2.69328833333333	"ANKRD12"	"ankyrin repeat domain 12"
"202321_at"	0.00536849419051998	2.20470138906567e-05	-7.57895880574135	3.21253263212214	-1.00374333333333	"GGPS1"	"geranylgeranyl diphosphate synthase 1"
"226831_at"	0.00536849419051998	2.20796206458549e-05	-7.5776311358468	3.21112739611335	-1.73342333333333	"SLC25A46"	"solute carrier family 25 member 46"
"219487_at"	0.00536849419051998	2.20936698224235e-05	-7.57705974372567	3.21052255159043	-1.46489166666666	"BBS10"	"Bardet-Biedl syndrome 10"
"238937_at"	0.00536849419051998	2.21386739261329e-05	-7.57523204454414	3.20858756561597	-1.42824	"ZNF420"	"zinc finger protein 420"
"201133_s_at"	0.00536849419051998	2.21907578794242e-05	-7.57312185660837	3.20635297159496	-1.022755	"PJA2"	"praja ring finger ubiquitin ligase 2"
"203804_s_at"	0.00537052558517139	2.23449856131846e-05	-7.56690474592618	3.19976598371863	-1.7462	"LUC7L3"	"LUC7 like 3 pre-mRNA splicing factor"
"225315_at"	0.00537052558517139	2.24242527151503e-05	7.56372751950534	3.19639780230149	0.738151666666671	"MRPL21"	"mitochondrial ribosomal protein L21"
"243042_at"	0.00537052558517139	2.27374481414039e-05	-7.55129222103956	3.18320255650485	-1.59095833333333	"MIGA1"	"mitoguardin 1"
"228723_at"	0.00537052558517139	2.27526310697933e-05	-7.55069413009907	3.18256740985944	-2.24111333333333	"NPTN-IT1"	"NPTN intronic transcript 1"
"208662_s_at"	0.00537052558517139	2.30151775902701e-05	-7.54041990469798	3.17164938259465	-1.64333999999999	"TTC3P1///TTC3"	"tetratricopeptide repeat domain 3 pseudogene 1///tetratricopeptide repeat domain 3"
"218311_at"	0.00537052558517139	2.30186232404296e-05	-7.54028591476678	3.17150690610911	-1.34845833333333	"MAP4K3"	"mitogen-activated protein kinase kinase kinase kinase 3"
"1557828_a_at"	0.00537052558517139	2.30565149657411e-05	-7.53881386790612	3.16994147034794	-2.15828666666666	"TMEM267"	"transmembrane protein 267"
"223342_at"	0.00537052558517139	2.31025007595867e-05	-7.53703090561803	3.16804501735708	-1.65658166666667	"RRM2B"	"ribonucleotide reductase regulatory TP53 inducible subunit M2B"
"233632_s_at"	0.00537052558517139	2.31979745634272e-05	-7.53334148355231	3.16411944149612	-1.49484833333333	"XRN1"	"5'-3' exoribonuclease 1"
"228185_at"	0.00537052558517139	2.32185728234338e-05	-7.53254766415053	3.16327457980369	-1.33955666666666	"ZNF25"	"zinc finger protein 25"
"201448_at"	0.00537052558517139	2.33374594019158e-05	-7.52798090391919	3.15841258745255	-1.55217833333333	"TIA1"	"TIA1 cytotoxic granule-associated RNA binding protein"
"227122_at"	0.00537052558517139	2.33887411260042e-05	-7.52601883445574	3.15632284116882	-0.803579999999998	"ZNF791"	"zinc finger protein 791"
"228551_at"	0.00537052558517139	2.35486252998494e-05	-7.51993146188858	3.14983616034819	-1.37445166666667	"DENND5B"	"DENN domain containing 5B"
"215351_at"	0.00537052558517139	2.35743235563079e-05	-7.5189572285187	3.14879757330691	-0.857176666666665	"RTCA"	"RNA 3'-terminal phosphate cyclase"
"223089_at"	0.00537999143965675	2.37142741098725e-05	-7.51367182088083	3.14316088016576	-1.64449666666667	"VEZT"	"vezatin, adherens junctions transmembrane protein"
"225985_at"	0.00541655980702153	2.39867934798044e-05	-7.50347641078168	3.13227756584855	-0.953534999999999	"PRKAA1"	"protein kinase AMP-activated catalytic subunit alpha 1"
"222975_s_at"	0.00541655980702153	2.41704265674164e-05	-7.49667714886273	3.12501200840748	-1.28128333333333	"CSDE1"	"cold shock domain containing E1"
"225769_at"	0.00541655980702153	2.43376607741276e-05	-7.49053375844192	3.1184421116219	-1.47577	"COG6"	"component of oligomeric golgi complex 6"
"203189_s_at"	0.00541655980702153	2.45013005500589e-05	7.48456667121266	3.11205603655067	0.980021666666667	"MIR7113///MIR4691///NDUFS8"	"microRNA 7113///microRNA 4691///NADH:ubiquinone oxidoreductase core subunit S8"
"201100_s_at"	0.00541655980702153	2.46559234225945e-05	-7.47896805768085	3.10606007437622	-1.17228666666666	"USP9X"	"ubiquitin specific peptidase 9, X-linked"
"229136_s_at"	0.00541655980702153	2.47010153519963e-05	7.47734254659831	3.10431842818098	0.755060000000001	""	""
"227701_at"	0.00541655980702153	2.4860438763692e-05	-7.47162127374127	3.09818564600031	-2.10882	"CCDC186"	"coiled-coil domain containing 186"
"205224_at"	0.00541655980702153	2.49046850712942e-05	7.47004046258595	3.09649037727048	0.756271666666668	"SURF2"	"surfeit 2"
"227627_at"	0.00541655980702153	2.49129898111754e-05	-7.4697440950565	3.09617251500722	-0.948141666666666	"C8orf44-SGK3///SGK3"	"C8orf44-SGK3 readthrough///serum/glucocorticoid regulated kinase family member 3"
